id,round,image_id,caption,question_id,question,answer_id,answer
452,10,145459,a red fire hydrant appears out of place as it sits in a grassy area with woods nearby,44742,is the sky blue,4754,yes
453,1,214711,a pizza on a plate with a glass of beer,8651,toppings on the pizza,1985,yes pepperoni very large
453,2,214711,a pizza on a plate with a glass of beer,5079,color of the plate,33403,white
453,3,214711,a pizza on a plate with a glass of beer,7646,is the plate big,19535,the pizza is the size of the plate
453,4,214711,a pizza on a plate with a glass of beer,653,are they on a table,19351,yes they are on a table
453,5,214711,a pizza on a plate with a glass of beer,20666,is it wooden,33911,no has table cloth on it
453,6,214711,a pizza on a plate with a glass of beer,2946,color of the tablecloth,33403,white
453,7,214711,a pizza on a plate with a glass of beer,8467,is it clean,4754,yes
453,8,214711,a pizza on a plate with a glass of beer,42037,is the glass large,12517,yes it is
453,9,214711,a pizza on a plate with a glass of beer,15968,is the beer full,24480,3 4 of the way full
453,10,214711,a pizza on a plate with a glass of beer,35130,anyone around,30041,no people in image
454,1,387765,a single giraffe stands among shorter trees and brush,24937,do you see people,32559,no people
454,2,387765,a single giraffe stands among shorter trees and brush,23647,do you any other animals,34140,just the 1 giraffe
454,3,387765,a single giraffe stands among shorter trees and brush,26335,does is it look like a zoo,15180,not really
454,4,387765,a single giraffe stands among shorter trees and brush,418,do you see a fence,9940,no fence
454,5,387765,a single giraffe stands among shorter trees and brush,44441,do you see buildings,25786,no buildings
454,6,387765,a single giraffe stands among shorter trees and brush,23637,do you river or pond,10538,no river or pond
454,7,387765,a single giraffe stands among shorter trees and brush,38327,is the giraffe eating,12517,yes it is
454,8,387765,a single giraffe stands among shorter trees and brush,29480,is the giraffe eating leaves from the trees,28568,i can see sky and grass yes the giraffe is eating the leaves
454,9,387765,a single giraffe stands among shorter trees and brush,31421,is the picture in color,33301,yes in color
454,10,387765,a single giraffe stands among shorter trees and brush,1870,is it sunny,9605,yes it is sunny out
455,1,22889,men talk in a room full of pods of green bananas,42260,how many men are in the room,33713,5
455,2,22889,men talk in a room full of pods of green bananas,33639,can you tell what they are talking about,26082,possibly bananas
455,3,22889,men talk in a room full of pods of green bananas,29077,do they seem happy or angry,9151,happy
455,4,22889,men talk in a room full of pods of green bananas,29605,how many bananas are there,12363,over 1000
455,5,22889,men talk in a room full of pods of green bananas,849,are the bananas ripe,1274,no they are green
455,6,22889,men talk in a room full of pods of green bananas,31330,can you tell what they are doing with them,32760,they appear to be storing them
455,7,22889,men talk in a room full of pods of green bananas,44451,are they hanging from the ceiling,16519,some are
455,8,22889,men talk in a room full of pods of green bananas,44266,where are the others,32213,on the ground
455,9,22889,men talk in a room full of pods of green bananas,27561,how big is the room they are in,8965,a small size warehouse possibly
455,10,22889,men talk in a room full of pods of green bananas,8556,can you see the outside at all,11498,slightly through a window
456,1,70100,a big tub sitting in the middle of the room,26478,is there a room,4754,yes
456,2,70100,a big tub sitting in the middle of the room,14856,is there a person,15736,no
456,3,70100,a big tub sitting in the middle of the room,33882,how many people,4886,0
456,4,70100,a big tub sitting in the middle of the room,40342,is there a tub,4754,yes
456,5,70100,a big tub sitting in the middle of the room,37967,what color,7524,"black base, white inside"
456,6,70100,a big tub sitting in the middle of the room,193,is  daytime,8537,can't tell
456,7,70100,a big tub sitting in the middle of the room,9673,is it a bathroom,19310,"not sure, just has the tub"
456,8,70100,a big tub sitting in the middle of the room,11473,any soap,12292,don't see any
456,9,70100,a big tub sitting in the middle of the room,4934,any water,24659,can't see any
456,10,70100,a big tub sitting in the middle of the room,16263,any towel,4754,yes
457,1,460922,a gingerbread train is posed on top of a table,27733,does the caption match the photo,4754,yes
457,2,460922,a gingerbread train is posed on top of a table,31421,is the picture in color,4754,yes
457,3,460922,a gingerbread train is posed on top of a table,18781,how many cars does the train have,23118,8
457,4,460922,a gingerbread train is posed on top of a table,2324,is there a house as well,25765,yes 2 lego houses
457,5,460922,a gingerbread train is posed on top of a table,35232,is there anything under the display,10105,the table cloth but that's all i can see
457,6,460922,a gingerbread train is posed on top of a table,39109,what color is the tablecloth,26027,white with floral patterns
457,7,460922,a gingerbread train is posed on top of a table,13898,what color are the lego houses,13109,blue white and red white
457,8,460922,a gingerbread train is posed on top of a table,37116,are there any christmas decorations,15736,no
457,9,460922,a gingerbread train is posed on top of a table,15124,can you see the floor at all,24759,a small piece
457,10,460922,a gingerbread train is posed on top of a table,7109,what color is it,28855,brown
458,1,511748,a small fire hydrant is reflected in the water below it,31629,is the water a puddle of some sort,28073,it is
458,2,511748,a small fire hydrant is reflected in the water below it,15617,is the hydrant yellow,27837,parts of it look like they are
458,3,511748,a small fire hydrant is reflected in the water below it,31149,is the hydrant mostly red,32171,"yes, it is"
458,4,511748,a small fire hydrant is reflected in the water below it,1729,does it look new or used,3718,"it looks well maintained, newer"
458,5,511748,a small fire hydrant is reflected in the water below it,15859,do you see any people in the photo,32559,no people
458,6,511748,a small fire hydrant is reflected in the water below it,22791,is it raining,22306,no it is not
458,7,511748,a small fire hydrant is reflected in the water below it,34194,do you see any cars,6655,1 in the background
458,8,511748,a small fire hydrant is reflected in the water below it,402,was the photo taken at night,7572,"no, it is daytime"
458,9,511748,a small fire hydrant is reflected in the water below it,31063,does the water look dirty,15180,not really
458,10,511748,a small fire hydrant is reflected in the water below it,32033,is the photo close up,30673,somewhat
459,1,27419,a man with a pink tie on smoking a pipe,1862,what color is his shirt,33403,white
459,2,27419,a man with a pink tie on smoking a pipe,40567,is he wearing glasses,4754,yes
459,3,27419,a man with a pink tie on smoking a pipe,14010,is it a tobacco pipe,4754,yes
459,4,27419,a man with a pink tie on smoking a pipe,42115,is anything printed on his tie,15736,no
459,5,27419,a man with a pink tie on smoking a pipe,9123,can you see his pants,15736,no
459,6,27419,a man with a pink tie on smoking a pipe,26195,is he standing or sitting,10380,standing
459,7,27419,a man with a pink tie on smoking a pipe,36889,is the pipe made of wood,4754,yes
459,8,27419,a man with a pink tie on smoking a pipe,26052,is the inside or outside,17773,not sure
459,9,27419,a man with a pink tie on smoking a pipe,5561,does he have long hair,15736,no
459,10,27419,a man with a pink tie on smoking a pipe,31259,is he smiling,15736,no
460,1,378443,"2 clocks are sitting on the couch, a picture is leaning against the couch",41047,what color are the clocks,5466,1 is black and white and the other is brown and white
460,2,378443,"2 clocks are sitting on the couch, a picture is leaning against the couch",5035,is this picture taken indoors,4754,yes
460,3,378443,"2 clocks are sitting on the couch, a picture is leaning against the couch",24056,can you see what the image of the picture is,24508,"no, i can only see the top"
460,4,378443,"2 clocks are sitting on the couch, a picture is leaning against the couch",22233,what color is the couch,28855,brown
460,5,378443,"2 clocks are sitting on the couch, a picture is leaning against the couch",26670,are there any people in the image,15736,no
460,6,378443,"2 clocks are sitting on the couch, a picture is leaning against the couch",42598,does the furniture look new,4209,"no, looks quite worn"
